# timestamp,month,day,hour,minute,second,server,tactic,ping,age of ping(seconds),ping timestamp,latency,cost,reliability
2020-03-20 12:54:45.317056,3,20,12,54,45.317056,6,0,0,0,0,60.8534038066864,28.3,1
2020-03-20 12:54:45.455944,3,20,12,54,45.455944,6,0,0,0,0,0.032116174697875984,25.0,1
2020-03-20 12:55:45.741230,3,20,12,55,45.74123,6,0,0,0,0,60.28491687774658,31.1,1
2020-03-20 12:55:51.439064,3,20,12,55,51.439064,6,0,0,0,0,5.697125434875487,26.2,1
2020-03-20 12:56:15.163814,3,20,12,56,15.163814,7,1,0.083,728.9666420016438,2020-03-20 12:44:06.197172,12.176133632659912,8.7,1
2020-03-20 12:57:17.431345,3,20,12,57,17.431345,7,0,0,0,0,62.247442722320564,29.0,1
2020-03-20 12:57:17.568155,3,20,12,57,17.568155,7,0,0,0,0,0.02998065948486328,25.5,1
2020-03-20 12:58:19.304001,3,20,12,58,19.304001,7,0,0,0,0,61.7354576587677,30.0,1
2020-03-20 12:58:24.808768,3,20,12,58,24.808768,7,0,0,0,0,5.504080533981323,25.9,1
2020-03-20 12:59:20.906306,3,20,12,59,20.906306,8,1,0.065,759.0383170004934,2020-03-20 12:46:41.867989,29.641143321990967,3.2,1
2020-03-20 13:00:21.679740,3,20,13,0,21.67974,8,0,0,0,0,60.753208875656135,27.5,1
2020-03-20 13:00:21.831646,3,20,13,0,21.831646,8,0,0,0,0,0.0320737361907959,24.6,1
2020-03-20 13:01:20.030726,3,20,13,1,20.030726,8,0,0,0,0,58.19865036010742,30.3,1
2020-03-20 13:01:25.581868,3,20,13,1,25.581868,8,0,0,0,0,5.550307273864746,25.6,1
2020-03-20 13:01:49.460189,3,20,13,1,49.460189,1,1,0.105,753.5023870002478,2020-03-20 12:49:15.957802,13.18736696243286,10.1,1
2020-03-20 13:02:50.549043,3,20,13,2,50.549043,1,0,0,0,0,61.06865167617798,28.6,1
2020-03-20 13:02:50.691086,3,20,13,2,50.691086,1,0,0,0,0,0.031994104385375984,25.0,1
2020-03-20 13:03:48.760390,3,20,13,3,48.76039,1,0,0,0,0,58.06886744499207,30.0,1
2020-03-20 13:03:54.755519,3,20,13,3,54.755519,1,0,0,0,0,5.993215560913086,26.5,1
2020-03-20 13:04:15.578003,3,20,13,4,15.578003,2,1,0.106,745.9892030004412,2020-03-20 12:51:49.588800,10.39704656600952,10.6,1
2020-03-20 13:05:17.058301,3,20,13,5,17.058301,2,0,0,0,0,61.46004056930542,27.7,1
2020-03-20 13:05:17.197029,3,20,13,5,17.197029,2,0,0,0,0,0.03193831443786621,25.5,1
2020-03-20 13:06:18.331074,3,20,13,6,18.331074,2,0,0,0,0,61.13365817070007,29.1,1
2020-03-20 13:06:23.846633,3,20,13,6,23.846633,2,0,0,0,0,5.514682054519653,26.3,1
2020-03-20 13:06:48.267765,3,20,13,6,48.267765,3,1,0.11900000000000001,656.6698230002075,2020-03-20 12:55:51.597942,12.470011711120605,6.6,1
2020-03-20 13:07:52.082667,3,20,13,7,52.082667,3,0,0,0,0,63.79426169395447,29.7,1
2020-03-20 13:07:52.221297,3,20,13,7,52.221297,3,0,0,0,0,0.031632423400878906,25.5,1
2020-03-20 13:08:50.276054,3,20,13,8,50.276054,3,0,0,0,0,58.05435419082642,30.7,1
2020-03-20 13:08:55.813424,3,20,13,8,55.813424,3,0,0,0,0,5.536588191986084,26.5,1
2020-03-20 13:09:23.508384,3,20,13,9,23.508384,4,1,0.139,658.523832000792,2020-03-20 12:58:24.984552,13.824983358383179,6.3,1
2020-03-20 13:10:26.775388,3,20,13,10,26.775388,4,0,0,0,0,63.24674248695374,27.6,1
2020-03-20 13:10:26.915112,3,20,13,10,26.915112,4,0,0,0,0,0.03042292594909668,25.0,1
2020-03-20 13:11:25.187286,3,20,13,11,25.187286,4,0,0,0,0,58.27177166938782,28.6,1
2020-03-20 13:11:30.813905,3,20,13,11,30.813905,4,0,0,0,0,5.625742197036743,26.5,1
2020-03-20 13:11:55.844723,3,20,13,11,55.844723,5,1,0.009000000000000001,630.2111669983715,2020-03-20 13:01:25.633556,9.95100235939026,6.4,1
2020-03-20 13:12:57.422910,3,20,13,12,57.42291,5,0,0,0,0,61.55721092224121,28.0,1
2020-03-20 13:12:57.560778,3,20,13,12,57.560778,5,0,0,0,0,0.02906560897827148,23.6,1
2020-03-20 13:13:58.512524,3,20,13,13,58.512524,5,0,0,0,0,60.951348304748535,31.7,1
2020-03-20 13:14:04.063566,3,20,13,14,4.063566,5,0,0,0,0,5.5492262840271,25.8,1
2020-03-20 13:15:28.974950,3,20,13,15,28.97495,6,1,0.026000000000000002,694.1499850004911,2020-03-20 13:03:54.824965,80.71261286735535,3.0,1
2020-03-20 13:16:33.248701,3,20,13,16,33.248701,6,0,0,0,0,64.25334048271179,30.1,1
2020-03-20 13:16:33.386945,3,20,13,16,33.386945,6,0,0,0,0,0.03122425079345703,25.5,1
2020-03-20 13:17:31.092444,3,20,13,17,31.092444,6,0,0,0,0,57.70512223243714,30.3,1
2020-03-20 13:17:36.896030,3,20,13,17,36.89603,6,0,0,0,0,5.802891731262207,26.7,1
2020-03-20 13:17:55.344033,3,20,13,17,55.344033,7,1,0.083,691.3749339990318,2020-03-20 13:06:23.969099,9.211877822875977,11.5,1
2020-03-20 13:18:57.531068,3,20,13,18,57.531068,7,0,0,0,0,62.16685724258423,27.7,1
2020-03-20 13:18:57.668548,3,20,13,18,57.668548,7,0,0,0,0,0.03128671646118164,24.1,1
2020-03-20 13:19:57.725861,3,20,13,19,57.725861,7,0,0,0,0,60.05692863464356,30.9,1
2020-03-20 13:20:03.501471,3,20,13,20,3.501471,7,0,0,0,0,5.774863958358765,26.7,1
2020-03-20 13:20:58.933395,3,20,13,20,58.933395,8,1,0.065,723.0161560010165,2020-03-20 13:08:55.917239,26.114039659500122,3.8,1
2020-03-20 13:22:00.297251,3,20,13,22,0.297251,8,0,0,0,0,61.3439519405365,27.7,1
2020-03-20 13:22:00.434218,3,20,13,22,0.434218,8,0,0,0,0,0.031138181686401367,50.0,1
2020-03-20 13:23:02.894395,3,20,13,23,2.8943950000000003,8,0,0,0,0,62.45973014831543,30.6,1
